"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","8","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","76","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","53","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","962","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","36","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Game/UI/HUD/MiniMap/MiniMapV3_Mat.MiniMapV3_Mat","0","0","31","1","0.000000","0","0"
"/Game/Resources/Models/Pigeon/Pigeon_Mat.Pigeon_Mat","0","0","24","1","0.000000","0","0"
"/Game/Resources/Materials/Characters/DogFinalModal_Base_color_Mat.DogFinalModal_Base_color_Mat","0","0","24","1","0.000000","0","0"
"/Game/Resources/Models/Collectables/Material_007.Material_007","0","0","12","1","0.000000","0","0"
"/Game/Resources/Models/Collectables/Material_006.Material_006","0","0","12","1","0.000000","0","0"
"/Game/Resources/Models/Collectables/Material_004.Material_004","0","0","24","1","0.000000","0","0"
"/Game/Resources/Models/Collectables/Material_003.Material_003","0","0","24","1","0.000000","0","0"
"/Game/Resources/Models/Collectables/Material_001.Material_001","0","0","24","1","0.000000","0","0"
"/Game/Resources/Models/Collectables/Material_008.Material_008","0","0","12","1","0.000000","0","0"
"/Game/Resources/Materials/Characters/Humans/Human_Base.Human_Base","0","0","33","1","0.000000","0","0"
"/Game/Resources/Materials/Enviroment/Decoration/Texture_Materials/M_Texture_Base_001.M_Texture_Base_001","0","0","21","1","0.000000","0","0"
"/Game/Resources/DogAlt/DogFinalModal.DogFinalModal","0","0","24","1","0.000000","0","0"
"/Game/Resources/Materials/Outline_Interaction/M_Soild_Colour_Outline_001.M_Soild_Colour_Outline_001","0","0","21","1","0.000000","0","0"
"/Game/Resources/Materials/Enviroment/Decoration/Colour_Materials/M_Base_Colour_001.M_Base_Colour_001","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","21","1","0.000000","0","0"
"/Game/Resources/Materials/Enviroment/Interactive_Grass/Materials/Grass_M_001.Grass_M_001","0","0","54","1","0.000000","0","0"
"/Game/UI/RenderTargets/ShibaUI_RT_Mat.ShibaUI_RT_Mat","0","0","15","1","0.000000","0","0"
"/Game/Resources/Animations/FlipBooks/InGame/Bin_Push__1__Mat.Bin_Push__1__Mat","0","0","31","1","0.000000","0","0"
"/Game/Resources/Materials/Screen_Distortion/Drunk_Distortion/PP_Distortion_M_002.PP_Distortion_M_002","0","0","4","1","0.000000","0","0"
"/Game/Resources/Models/NewModels/Default_OBJ.Default_OBJ","0","0","24","1","0.000000","0","0"
"/Game/Resources/Models/NewModels/Squirrel_Mat.Squirrel_Mat","0","0","24","1","0.000000","0","0"
"/Game/Resources/Animations/FlipBooks/MainMenu/Squish_FlipBookMaterial.Squish_FlipBookMaterial","0","0","31","1","0.000000","0","0"
"/Game/Resources/Animations/FlipBooks/MainMenu/Blink_FlipBookMaterial.Blink_FlipBookMaterial","0","0","31","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/Resources/Models/Collectables/TreeNarrow_Texture.TreeNarrow_Texture","0","0","21","1","0.000000","0","0"
"/Game/Resources/Materials/Enviroment/TrunkWide/WideTrunk.WideTrunk","0","0","21","1","0.000000","0","0"
"/Game/Resources/Materials/Enviroment/Stump/StumpMat.StumpMat","0","0","21","1","0.000000","0","0"
"/Game/Resources/Materials/Base.Base","0","0","33","1","0.000000","0","0"
"/Game/Resources/Materials/Enviroment/MetalBins/Silver.Silver","0","0","21","1","0.000000","0","0"
"/Game/Resources/Models/Enviroment/PillarMaterial_001.PillarMaterial_001","0","0","21","1","0.000000","0","0"
"/Game/Resources/Materials/Enviroment/CafeTable/Cafe_Table_Mat.Cafe_Table_Mat","0","0","21","1","0.000000","0","0"
"/Game/Resources/Materials/Enviroment/CafeChair/Cafe_Chair_DefaultMaterial_BaseColor_Mat.Cafe_Chair_DefaultMaterial_BaseColor_Mat","0","0","21","1","0.000000","0","0"
"/Game/Resources/Models/Material_001.Material_001","0","0","21","1","0.000000","0","0"
"/Game/Resources/Models/Material_002.Material_002","0","0","33","1","0.000000","0","0"
"/Game/Resources/Materials/Enviroment/New_Water/Materials/M_Combined_Water_001.M_Combined_Water_001","0","0","82","1","0.000000","0","0"
"/Game/Resources/Animations/BoldMan/Material_059.Material_059","0","0","24","1","0.000000","0","0"
"/Game/Resources/VFX/Bin_Smell/Bin_Smell_M_001.Bin_Smell_M_001","0","0","96","1","0.000000","0","0"
"/Game/Resources/Sky_Box/M_Sky_001.M_Sky_001","0","0","2","1","0.000000","0","0"
"/Game/Resources/Materials/Outline_Interaction/M_Texture_Outline_001.M_Texture_Outline_001","0","0","21","1","0.000000","0","0"
"/Game/Resources/Materials/Cel_Shader/PP_Cel_Shader.PP_Cel_Shader","0","0","4","1","0.000000","0","0"
"/Game/Resources/Materials/Cel_Shader/Outline/PP_Outline_M_001.PP_Outline_M_001","0","0","4","1","0.000000","0","4"
"/Game/StoneMaterial_001.StoneMaterial_001","0","0","21","1","0.000000","0","0"
"/Game/Resources/Textures/windows4_Mat_2.windows4_Mat_2","0","0","21","1","0.000000","0","0"
"/Game/Resources/Textures/windows4_Mat.windows4_Mat","0","0","21","1","0.000000","0","0"
"/Game/Resources/Textures/windows2_Mat_2.windows2_Mat_2","0","0","21","1","0.000000","0","0"
"/Game/Resources/Textures/windows2_Mat.windows2_Mat","0","0","21","1","0.000000","0","0"
"/Game/Resources/Textures/windows1_Mat.windows1_Mat","0","0","21","1","0.000000","0","0"
"/Game/Resources/Models/Collectables/TreeLarge_Texture_2.TreeLarge_Texture_2","0","0","21","1","0.000000","0","0"
"/Game/Resources/Materials/Enviroment/LandScape/M_Landscape_001.M_Landscape_001","0","0","205","5","0.000000","0","0"
"/Game/Resources/Materials/Enviroment/CoolerTexture_Mat.CoolerTexture_Mat","0","0","21","1","0.000000","0","0"
"/Game/Resources/Materials/Enviroment/CarboardTexture_Mat.CarboardTexture_Mat","0","0","21","1","0.000000","0","0"
"/Game/Resources/Materials/Characters/Poodle.Poodle","0","0","24","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","60","1","0.000000","0","0"
"/Game/Resources/Models/Hot_Dog_Stand_texture_Mat.Hot_Dog_Stand_texture_Mat","0","0","12","1","0.000000","0","0"
"/Game/Resources/Materials/Enviroment/Decoration/Pearl_Necklace_Glow/Material.Material","0","0","24","1","0.000000","0","0"
"/Game/Resources/Materials/Enviroment/Decoration/Pearl_Necklace_Glow/pendant_Material.pendant_Material","0","0","12","1","0.000000","0","0"
"/Game/Resources/Animations/FlipBooks/InGame/GateOpen_Mat.GateOpen_Mat","0","0","31","1","0.000000","0","0"
"/Game/Resources/Models/NewModels/PM3D_Sphere3D1.PM3D_Sphere3D1","0","0","24","1","0.000000","0","0"
"/Game/Resources/Models/NewModels/DogFinalModal.DogFinalModal","0","0","24","1","0.000000","0","0"
"/Game/Resources/Animations/FlipBooks/InGame/Dig_Mat.Dig_Mat","0","0","31","1","0.000000","0","0"
"/Game/Resources/Models/NewModels/DogFinalModal_001.DogFinalModal_001","0","0","24","1","0.000000","0","0"
"/Game/Resources/Animations/FlipBooks/InGame/Bark_Mat.Bark_Mat","0","0","31","1","0.000000","0","0"
"/Game/Resources/Models/DogFinalModal2.DogFinalModal2","0","0","24","1","0.000000","0","0"
"/Game/Resources/Models/Husky/HuskyUV_DogFinalModal_BaseColor_1001_Mat.HuskyUV_DogFinalModal_BaseColor_1001_Mat","0","0","24","1","0.000000","0","0"
"/Game/Movies/Intro-Material.Intro-Material","0","0","9","1","0.000000","0","0"
"/Game/StarterContent/Particles/M_Radial_Gradient.M_Radial_Gradient","0","0","48","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultRIbbonMaterial.DefaultRibbonMaterial","0","0","48","1","0.000000","0","0"
"/Game/Resources/Models/Collectables/defaultMat.defaultMat","0","0","12","1","0.000000","0","0"
"/Game/Resources/Models/PM3D_Sphere3D1.PM3D_Sphere3D1","0","0","24","1","0.000000","0","0"
"/Game/Resources/Models/DogFinalModal_001.DogFinalModal_001","0","0","24","1","0.000000","0","0"
"/Game/Resources/Models/DogFinalModal3.DogFinalModal3","0","0","24","1","0.000000","0","0"
"/Game/Resources/Materials/Enviroment/TrunkNarrow/TreeNarrow.TreeNarrow","0","0","12","1","0.000000","0","0"
"/Game/Resources/Materials/Enviroment/Interactive_Grass/Materials/Grass_Collision_M_001.Grass_Collision_M_001","0","0","28","1","0.000000","0","0"
"/Game/Resources/Materials/Enviroment/Decoration/Texture_Materials/Wallet_material.Wallet_material","0","0","21","1","0.000000","0","0"
"/Game/Resources/Materials/Cel_Shader/Toon/PP_Toon_M_2.PP_Toon_M_2","0","0","4","1","0.000000","0","0"
"/Game/Resources/Materials/Cel_Shader/Toon/PP_Toon_M_001.PP_Toon_M_001","0","0","4","1","0.000000","0","0"
"/Game/Resources/Materials/Material_MiniMap.Material_MiniMap","0","0","31","1","0.000000","0","0"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","0","21","1","0.000000","0","0"
