"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","8","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","76","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","53","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","962","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","36","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Game/UI/HUD/MiniMap/MiniMapV3_Mat.MiniMapV3_Mat","0","29","3","1","11.055275","0","189"
"/Game/Resources/Models/Pigeon/Pigeon_Mat.Pigeon_Mat","0","24","3","1","15.560142","0","68"
"/Game/Resources/Materials/Outline_Interaction/M_Soild_Colour_Outline_001.M_Soild_Colour_Outline_001","0","21","6","1","18.152687","0","204"
"/Game/Resources/Materials/Characters/DogFinalModal_Base_color_Mat.DogFinalModal_Base_color_Mat","0","24","2","1","20.832600","0","159"
"/Game/Resources/Models/Collectables/Material_007.Material_007","0","12","12","1","15.387077","0","15"
"/Game/Resources/Models/Collectables/Material_006.Material_006","0","12","12","1","15.790015","0","12"
"/Game/Resources/Models/Collectables/Material_004.Material_004","0","24","15","1","25.980408","0","91"
"/Game/Resources/Models/Collectables/Material_003.Material_003","0","24","24","1","17.731308","0","47"
"/Game/Resources/Models/Collectables/Material_001.Material_001","0","24","8","1","19.349970","0","77"
"/Game/Resources/Models/Collectables/Material_008.Material_008","0","12","12","1","10.772296","0","14"
"/Game/Resources/Materials/Characters/Humans/Human_Base.Human_Base","0","33","8","1","27.530758","0","102"
"/Game/Resources/Materials/Enviroment/Decoration/Texture_Materials/M_Texture_Base_001.M_Texture_Base_001","0","21","6","1","19.623602","0","69"
"/Game/Resources/DogAlt/DogFinalModal.DogFinalModal","0","24","10","1","18.497107","0","62"
"/Game/UI/RenderTargets/ShibaUI_RT_Mat.ShibaUI_RT_Mat","0","15","15","1","7.348745","0","25"
"/Game/Resources/Materials/Enviroment/Decoration/Colour_Materials/M_Base_Colour_001.M_Base_Colour_001","0","21","21","1","18.178555","0","31"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","21","1","0.000000","0","0"
"/Game/Resources/Materials/Enviroment/Interactive_Grass/Materials/Grass_M_001.Grass_M_001","0","52","10","1","40.230865","0","179"
"/Game/Resources/Animations/FlipBooks/InGame/Bin_Push__1__Mat.Bin_Push__1__Mat","0","29","31","1","14.479403","0","60"
"/Game/Resources/Animations/FlipBooks/InGame/Dig_Mat.Dig_Mat","0","29","31","1","14.552669","0","31"
"/Game/Resources/Materials/Screen_Distortion/Drunk_Distortion/PP_Distortion_M_002.PP_Distortion_M_002","0","4","4","1","2.015896","0","4"
"/Game/Resources/Models/NewModels/Default_OBJ.Default_OBJ","0","24","24","1","18.194607","0","30"
"/Game/Resources/Models/NewModels/Squirrel_Mat.Squirrel_Mat","0","24","24","1","18.427443","0","45"
"/Game/Resources/Animations/FlipBooks/MainMenu/Blink_FlipBookMaterial.Blink_FlipBookMaterial","0","29","31","1","14.660789","0","31"
"","0","1","0","1","0.000000","27","0"
"/Game/Resources/Materials/Enviroment/LandScape/M_Landscape_001.M_Landscape_001","0","205","78","5","168.287567","0","582"
"/Game/Resources/Animations/FlipBooks/MainMenu/Squish_FlipBookMaterial.Squish_FlipBookMaterial","0","29","5","1","15.009558","0","151"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/Resources/Models/Collectables/TreeNarrow_Texture.TreeNarrow_Texture","0","21","4","1","19.512352","0","67"
"/Game/Resources/Materials/Enviroment/TrunkWide/WideTrunk.WideTrunk","0","21","7","1","19.670971","0","54"
"/Game/Resources/Materials/Enviroment/Stump/StumpMat.StumpMat","0","21","2","1","19.507879","0","53"
"/Game/Resources/Materials/Base.Base","0","33","10","1","26.983171","0","132"
"/Game/Resources/Materials/Enviroment/MetalBins/Silver.Silver","0","21","10","1","18.850943","0","55"
"/Game/Resources/Models/Enviroment/PillarMaterial_001.PillarMaterial_001","0","21","4","1","19.758360","0","56"
"/Game/Resources/Materials/Enviroment/CafeTable/Cafe_Table_Mat.Cafe_Table_Mat","0","21","5","1","19.685419","0","57"
"/Game/Resources/Materials/Enviroment/CafeChair/Cafe_Chair_DefaultMaterial_BaseColor_Mat.Cafe_Chair_DefaultMaterial_BaseColor_Mat","0","21","5","1","20.169958","0","53"
"/Game/Resources/Models/Material_001.Material_001","0","21","5","1","18.931953","0","66"
"/Game/Resources/Models/Material_002.Material_002","0","33","33","1","27.022247","0","56"
"/Game/Resources/Materials/Enviroment/New_Water/Materials/M_Combined_Water_001.M_Combined_Water_001","0","82","2","1","213.679611","0","608"
"/Game/Resources/Animations/BoldMan/Material_059.Material_059","0","24","10","1","17.358665","0","66"
"/Game/Resources/VFX/Bin_Smell/Bin_Smell_M_001.Bin_Smell_M_001","0","96","2","1","119.024933","0","648"
"/Game/Resources/Sky_Box/M_Sky_001.M_Sky_001","0","2","2","1","1.352705","0","2"
"/Game/Resources/Materials/Outline_Interaction/M_Texture_Outline_001.M_Texture_Outline_001","0","21","5","1","19.876707","0","57"
"/Game/Resources/Materials/Cel_Shader/PP_Cel_Shader.PP_Cel_Shader","0","4","4","1","1.873256","0","4"
"/Game/Resources/Materials/Cel_Shader/Outline/PP_Outline_M_001.PP_Outline_M_001","0","4","4","1","2.370531","0","5"
"/Game/StoneMaterial_001.StoneMaterial_001","0","21","7","1","19.661348","0","53"
"/Game/Resources/Textures/windows4_Mat_2.windows4_Mat_2","0","21","5","1","20.281059","0","57"
"/Game/Resources/Textures/windows4_Mat.windows4_Mat","0","21","6","1","20.737885","0","53"
"/Game/Resources/Textures/windows2_Mat_2.windows2_Mat_2","0","21","7","1","20.162849","0","59"
"/Game/Resources/Textures/windows2_Mat.windows2_Mat","0","21","8","1","20.299414","0","60"
"/Game/Resources/Textures/windows1_Mat.windows1_Mat","0","21","9","1","19.717299","0","53"
"/Game/Resources/Models/Collectables/TreeLarge_Texture_2.TreeLarge_Texture_2","0","21","10","1","19.827282","0","53"
"/Game/Resources/Materials/Enviroment/CoolerTexture_Mat.CoolerTexture_Mat","0","21","10","1","20.191248","0","54"
"/Game/Resources/Materials/Enviroment/CarboardTexture_Mat.CarboardTexture_Mat","0","21","3","1","20.160496","0","55"
"/Game/Resources/Materials/Characters/Poodle.Poodle","0","24","7","1","18.250452","0","65"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","60","1","0.000000","0","0"
"/Game/Resources/Models/Hot_Dog_Stand_texture_Mat.Hot_Dog_Stand_texture_Mat","0","12","12","1","10.653111","0","15"
"/Game/Resources/Materials/Enviroment/Decoration/Pearl_Necklace_Glow/pendant_Material.pendant_Material","0","12","1","1","10.789766","0","35"
"/Game/Resources/Materials/Enviroment/Decoration/Pearl_Necklace_Glow/Material.Material","0","24","5","1","17.670753","0","62"
"/Game/Resources/Animations/FlipBooks/InGame/GateOpen_Mat.GateOpen_Mat","0","29","6","1","14.830797","0","99"
"/Game/Resources/Models/NewModels/PM3D_Sphere3D1.PM3D_Sphere3D1","0","24","4","1","18.619007","0","62"
"/Game/Resources/Models/NewModels/DogFinalModal.DogFinalModal","0","24","24","1","0.000000","0","45"
"/Game/Resources/Models/NewModels/DogFinalModal_001.DogFinalModal_001","0","24","10","1","18.102980","0","82"
"/Game/Resources/Animations/FlipBooks/InGame/Bark_Mat.Bark_Mat","0","29","10","1","13.921243","0","107"
"/Game/Resources/Models/DogFinalModal2.DogFinalModal2","0","24","9","1","17.166265","0","62"
"/Game/Resources/Models/Husky/HuskyUV_DogFinalModal_BaseColor_1001_Mat.HuskyUV_DogFinalModal_BaseColor_1001_Mat","0","24","10","1","17.697796","0","67"
"/Game/Movies/Intro-Material.Intro-Material","0","9","9","1","3.205041","0","17"
"/Game/StarterContent/Particles/M_Radial_Gradient.M_Radial_Gradient","0","48","6","1","36.784313","0","188"
"/Niagara/DefaultAssets/DefaultRIbbonMaterial.DefaultRibbonMaterial","0","0","48","1","0.000000","0","0"
"/Game/Resources/Models/Collectables/defaultMat.defaultMat","0","12","12","1","10.185185","0","22"
"/Game/Resources/Models/PM3D_Sphere3D1.PM3D_Sphere3D1","0","24","4","1","0.000000","0","85"
"/Game/Resources/Models/DogFinalModal_001.DogFinalModal_001","0","24","10","1","0.000000","0","82"
"/Game/Resources/Models/DogFinalModal3.DogFinalModal3","0","24","10","1","18.549259","0","81"
"/Game/Resources/Materials/Enviroment/TrunkNarrow/TreeNarrow.TreeNarrow","0","12","12","1","10.543750","0","16"
"/Game/Resources/Materials/Enviroment/Interactive_Grass/Materials/Grass_Collision_M_001.Grass_Collision_M_001","0","28","10","1","27.174892","0","90"
"/Game/Resources/Materials/Enviroment/Decoration/Texture_Materials/Wallet_material.Wallet_material","0","21","3","1","19.663691","0","55"
"/Game/Resources/Materials/Cel_Shader/Toon/PP_Toon_M_2.PP_Toon_M_2","0","4","4","1","1.998365","0","4"
"/Game/Resources/Materials/Cel_Shader/Toon/PP_Toon_M_001.PP_Toon_M_001","0","4","4","1","1.929371","0","5"
"/Game/Resources/Materials/Material_MiniMap.Material_MiniMap","0","29","12","1","14.722601","0","84"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","0","21","1","0.000000","0","0"
